alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly,mpolyA,mpolyB
0.4,2.0,30,-0.03992,0.4822,0.5557,0.0,0.0,1.165,1.788,2.953,0.0,0.0,0.0
0.4,2.0,31,0.1299,0.3054,0.4001,1.029,1.0,0.9126,1.903,2.816,0.0,0.0,0.0
0.4,2.0,40,-0.03992,0.4822,0.0,0.0,0.0,1.19,1.878,3.068,0.0,0.0,0.0
0.4,2.0,41,0.01685,0.4707,0.0,0.0,1.0,0.8906,2.035,2.926,0.0,0.0,0.0
0.4,2.0,43,0.0218,0.4387,0.0,0.0,1.0,0.7207,2.432,3.152,0.0,0.0,0.0
0.4,3.0,20,0.2976,0.3726,0.7817,0.0509,0.3604,1.085,1.5205,2.605,0.0,0.0,0.0
0.4,3.0,21,0.5454,0.00477,0.418,0.191,1.0,1.165,1.402,2.568,0.0,0.0,0.0
0.4,3.0,30,-0.307,0.6885,0.4895,0.04944,0.0713,0.8896,1.89,2.78,0.0,0.0,0.0
0.4,3.0,31,0.1641,0.268,0.2957,1.092,1.0,0.7646,1.93,2.693,0.0,0.0,0.0
0.4,3.0,40,-0.2695,0.7144,0.0,0.0,0.0,0.908,1.985,2.893,0.0,0.0,0.0
0.4,3.0,41,-0.0881,0.484,0.0,0.0,1.0,0.6265,2.15,2.777,0.0,0.0,0.0
0.4,3.0,43,-0.1296,0.6987,0.0,0.0,1.0,0.415,2.514,2.93,0.0,0.0,0.0
0.4,4.0,20,0.4128,0.3125,0.5317,0.05145,0.5903,1.45,1.026,2.477,0.3333,0.5205,0.338
0.4,4.0,21,0.6484,0.001486,0.11755,0.0637,1.0,1.694,0.7627,2.457,0.417,0.651,0.4229
0.4,4.0,30,-0.4004,0.808,0.4404,0.0367,0.06494,0.7144,1.9795,2.693,0.0,0.0,0.0
0.4,4.0,31,0.1362,0.3987,0.10547,1.522,1.0,1.3545,1.151,2.506,0.389,0.6074,0.3943
0.4,4.0,40,-0.41,0.823,0.0,0.0,0.0,0.6934,2.11,2.803,0.0,0.0,0.0
0.4,4.0,41,-0.7183,0.636,0.01717,1.224,1.0,0.6597,1.907,2.566,0.3218,0.5024,0.3262
0.4,4.0,43,-0.2047,0.82,0.0,0.0,1.0,0.2505,2.564,2.814,0.0,0.0,0.0
0.4,5.0,20,0.5,0.235,0.457,0.0224,0.4397,1.7,0.758,2.457,0.873,0.974,0.8765
0.4,5.0,21,0.7026,0.0003464,0.0743,0.043,1.0,1.874,0.597,2.47,0.874,0.9756,0.8774
0.4,5.0,30,-3.936,0.51,0.3096,1.058,0.527,0.6235,1.873,2.496,0.842,0.9395,0.8447
0.4,5.0,31,-0.01482,0.2307,0.06964,1.536,0.999,1.492,1.012,2.504,0.8516,0.95,0.8545
0.4,5.0,40,-3.725,0.6484,0.003433,0.8755,0.05804,0.4087,2.172,2.582,0.8223,0.9175,0.825
0.4,5.0,41,-3.135,0.4946,0.04007,1.609,0.936,0.0934,2.418,2.512,0.853,0.952,0.8564
0.4,5.0,43,-3.354,0.4207,0.04492,1.267,1.0,0.02324,2.482,2.506,0.868,0.9683,0.871
0.4,6.0,20,0.5522,0.2312,0.4382,0.01651,0.4517,1.783,0.6914,2.475,0.944,0.995,0.9473
0.4,6.0,21,0.742,0.0001817,0.0538,0.03165,1.0,1.972,0.515,2.486,0.9443,0.9956,0.9473
0.4,6.0,30,-4.453,0.491,0.2935,1.106,0.5854,0.656,1.843,2.498,0.93,0.981,0.9336
0.4,6.0,31,0.503,0.2294,0.04895,1.536,0.999,1.856,0.6455,2.502,0.9434,0.9946,0.9463
0.4,6.0,40,-4.574,0.504,0.005585,1.214,0.464,0.4526,2.1,2.553,0.9287,0.9795,0.932
0.4,6.0,41,-1.973,0.2281,0.01631,1.8545,0.995,0.6855,1.825,2.51,0.942,0.993,0.9453
0.4,6.0,43,-3.545,0.4177,0.03265,1.303,1.0,0.0182,2.496,2.516,0.939,0.99,0.9424
