alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly
0.9,8.0,21,1.083,0.001826,0.01537,0.00432,1.0,3.523,0.4756,3.998,0.9897
0.9,8.0,30,-10.53,0.582,0.14,0.5205,0.722,0.994,2.965,3.959,0.9897
0.9,8.0,31,-2.088,0.635,0.01344,0.758,1.0,3.406,0.601,4.008,0.9897
0.9,8.0,40,-12.516,0.637,0.00396,1.294,0.884,0.4304,3.592,4.023,0.9897
0.9,8.0,41,-9.19,0.7515,0.00552,1.476,0.999,1.336,2.674,4.01,0.9897
0.9,8.0,43,-7.195,0.656,0.00557,1.835,1.0,0.01842,4.0,4.02,0.9897
0.9,9.0,20,1.13,0.2252,0.2228,0.01627,0.4915,3.455,0.5234,3.979,0.992
0.9,9.0,21,1.107,0.0006905,0.012,0.003405,1.0,3.57,0.436,4.008,0.992
0.9,9.0,30,-10.64,0.5527,0.1378,0.525,0.7188,1.012,2.951,3.963,0.992
0.9,9.0,31,-2.182,0.568,0.07434,0.7744,1.0,3.438,0.5596,3.996,0.992
0.9,9.0,40,-12.04,0.429,0.001739,1.211,0.842,0.3457,3.559,3.904,0.992
0.9,9.0,41,-7.9,0.3604,0.001438,1.108,0.999,1.22,2.396,3.615,0.992
0.9,9.0,43,-7.223,0.549,0.01481,1.863,1.0,0.01573,4.01,4.027,0.992
