alpha,sigma,market,margin,bcost,entry,exit,merger,profits,surplus,welfare,mpoly,mpolyA,mpolyB
0.4,1.0,40,0.3489,0.0,0.0,0.0,0.0,1.662,2.043,3.705,0.0,0.0,0.0
0.4,1.0,41,0.2844,0.0,0.0,2.5,1.0,1.289,2.158,3.447,0.0,0.0,0.0
0.4,1.0,43,0.3066,0.0,0.0,0.0,1.0,1.221,2.531,3.752,0.0,0.0,0.0
0.4,2.0,20,0.2355,0.3933,1.083,0.02238,0.0963,1.195,1.611,2.807,0.0,0.0,0.0
0.4,2.0,21,0.4258,0.00962,0.7256,0.3909,1.0,1.083,1.611,2.695,0.0,0.0,0.0
0.4,2.0,30,-0.03992,0.4822,0.5557,0.0,0.0,1.165,1.788,2.953,0.0,0.0,0.0
0.4,2.0,31,0.1343,0.306,0.4001,1.471,1.0,0.9146,1.9,2.816,0.0,0.0,0.0
0.4,2.0,40,-0.03992,0.4822,0.0,0.0,0.0,1.19,1.878,3.068,0.0,0.0,0.0
0.4,2.0,41,0.01685,0.4707,0.0,2.5,1.0,0.8906,2.035,2.926,0.0,0.0,0.0
0.4,2.0,43,0.0218,0.4387,0.0,0.0,1.0,0.7207,2.432,3.152,0.0,0.0,0.0
0.4,3.0,20,0.2974,0.3745,0.7876,0.05783,0.355,1.084,1.522,2.607,0.0,0.0,0.0
0.4,3.0,21,0.546,0.004887,0.4258,0.2201,1.0,1.163,1.405,2.568,0.0,0.0,0.0
0.4,3.0,30,-0.3093,0.691,0.49,0.0632,0.06866,0.89,1.89,2.78,0.0,0.0,0.0
0.4,3.0,31,0.1866,0.269,0.296,1.408,1.0,0.779,1.914,2.693,0.0,0.0,0.0
0.4,3.0,40,-0.2695,0.7144,0.0,0.0,0.0,0.908,1.985,2.893,0.0,0.0,0.0
0.4,3.0,41,-0.0881,0.484,0.0,2.5,1.0,0.6265,2.15,2.777,0.0,0.0,0.0
0.4,3.0,43,-0.1296,0.6987,0.0,0.0,1.0,0.415,2.514,2.93,0.0,0.0,0.0
0.4,4.0,20,0.4263,0.2769,0.416,0.05746,0.468,1.505,0.9263,2.432,0.2134,0.3271,0.2213
0.4,4.0,21,0.6455,0.002523,0.135,0.0745,1.0,1.667,0.794,2.46,0.2189,0.3354,0.227
0.4,4.0,30,-2.553,0.5938,0.3105,0.91,0.6055,0.6313,1.894,2.525,0.1729,0.265,0.1793
0.4,4.0,31,0.1444,0.409,0.1115,1.558,1.0,1.301,1.217,2.518,0.198,0.3035,0.2053
0.4,4.0,40,-1.8955,0.7354,0.01379,1.229,0.6494,0.4414,2.203,2.645,0.12036,0.1844,0.1248
0.4,4.0,41,-0.707,0.6787,0.01965,2.71,1.0,0.5723,2.014,2.586,0.1528,0.2341,0.1584
0.4,4.0,43,-0.2047,0.82,0.0,0.0,1.0,0.2505,2.564,2.814,0.0,0.0,0.0
0.4,5.0,20,0.4734,0.2607,0.4246,0.05167,0.4412,1.722,0.711,2.434,0.872,0.9727,0.8745
0.4,5.0,21,0.7026,0.0003448,0.0738,0.04276,1.0,1.874,0.597,2.47,0.872,0.973,0.875
0.4,5.0,30,-4.527,0.5293,0.265,1.079,0.527,0.509,1.97,2.479,0.842,0.9395,0.8447
0.4,5.0,31,0.2961,0.2313,0.0683,1.56,1.0,1.621,0.8843,2.506,0.843,0.9404,0.8457
0.4,5.0,40,-4.793,0.5894,0.007385,1.596,0.691,0.3193,2.219,2.537,0.8438,0.942,0.8467
0.4,5.0,41,-2.04,0.5107,0.01637,2.957,1.0,0.476,2.037,2.514,0.846,0.944,0.849
0.4,5.0,43,-3.352,0.4207,0.04462,1.267,1.0,0.02374,2.48,2.506,0.866,0.9663,0.869
0.4,6.0,20,0.5444,0.2515,0.3457,0.04742,0.4346,1.826,0.6245,2.45,0.943,0.9946,0.947
0.4,6.0,21,0.742,0.0001689,0.05423,0.03192,1.0,1.971,0.5156,2.486,0.9434,0.9946,0.947
0.4,6.0,30,-3.186,0.419,0.2134,0.834,0.685,0.9395,1.534,2.473,0.9243,0.975,0.928
0.4,6.0,31,0.696,0.00937,0.04736,1.551,1.0,1.938,0.5645,2.502,0.942,0.993,0.946
0.4,6.0,40,-4.53,0.4143,0.01163,1.785,0.8945,0.4211,2.1,2.52,0.9214,0.9717,0.9253
0.4,6.0,41,-0.6353,0.23,0.014786,3.01,1.0,1.278,1.234,2.514,0.94,0.991,0.944
0.4,6.0,43,-3.545,0.4177,0.0329,1.303,1.0,0.01855,2.496,2.516,0.9385,0.9897,0.942
0.4,7.0,20,0.54,0.2695,0.3975,0.0754,0.456,1.879,0.5874,2.467,0.961,0.992,0.9634
0.4,7.0,21,0.772,9.47e-5,0.03983,0.02353,1.0,2.04,0.4602,2.5,0.965,0.9966,0.968
0.4,7.0,30,-2.256,0.504,0.2085,0.876,0.8315,1.183,1.304,2.486,0.9263,0.9565,0.9287
0.4,7.0,31,0.7397,0.004925,0.0349,1.544,1.0,2.016,0.4944,2.512,0.9644,0.996,0.9673
